,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Tweet,cleaned_hashtag
220,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:30:08,0,"In Era of Sickness, Doctors Prescribe Unusual Cure: Voting - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/h6OnOWhfez","[{'text': 'COVID19', 'indices': [61, 69]}, {'text': 'Covid', 'indices': [70, 76]}, {'text': 'Coronavirus', 'indices': [77, 89]}, {'text': 'trump', 'indices': [90, 96]}, {'text': 'Biden', 'indices': [97, 103]}, {'text': 'pandemic', 'indices': [104, 113]}, {'text': 'virus', 'indices': [155, 161]}, {'text': 'hotspot', 'indices': [162, 170]}, {'text': 'mask', 'indices': [171, 176]}, {'text': 'SchoolReopening', 'indices': [177, 193]}, {'text': 'trumpvirus', 'indices': [194, 205]}]","['era', 'sickness', 'doctor', 'prescribe', 'unusual', 'cure', 'voting']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
221,artdaily,Artdaily is an award-winning international news organization that covers art related news and feature stories from every corner of the globe.,,519,41771,33051,2010-06-18 01:09:16,2020-07-26 01:30:07,0,London's West End comes out of lockdown. For an afternoon. https://t.co/MOiCjyPHcQ #LondonsWestEnd #lockdown #art #newspaper https://t.co/g0PeQehKoZ,"[{'text': 'LondonsWestEnd', 'indices': [83, 98]}, {'text': 'lockdown', 'indices': [99, 108]}, {'text': 'art', 'indices': [109, 113]}, {'text': 'newspaper', 'indices': [114, 124]}]","['london', 'west', 'end', 'come', 'lockdown', 'afternoon']","['#LondonsWestEnd', '#lockdown', '#art', '#newspaper']"
222,suiciderecovery,I can help you #LoveLifeAfterLoss #suicide Award winning #author on #Grief Certified #grief #coach #survivor #speaker #tangodancer #NLP #Reiki,"Highland Beach, FL",1676,2396,15474,2013-10-08 03:23:51,2020-07-26 01:30:03,0,"Are you processing your #grief during the #pandemic
https://t.co/SH829fy0F2 https://t.co/FcjV0Zn34s","[{'text': 'grief', 'indices': [24, 30]}, {'text': 'pandemic', 'indices': [42, 51]}]",['processing'],"['#grief', '#pandemic\nhttps://t.co/SH829fy0F2']"
223,larrynewport,Servant of God | DMV | IG: larrynewport larrynewportauthentik@gmail.com                 YouTube: https://t.co/jK8XLhxcky,VA ,21,113,4962,2010-06-20 01:10:48,2020-07-26 01:30:03,0,"Words Of Wisdom 25 (Proverbs 25) ""Be Humble""

Full Video: https://t.co/tbwUFkDv7l

#christian #Christ #Jesus #Yeshua #Bible #God #gospel #Israel #Yah #truth #messiah #church #BibleStudy #EndTimes #Rapture #coronavirus #lockdown https://t.co/1B1oX9zPAb","[{'text': 'christian', 'indices': [83, 93]}, {'text': 'Christ', 'indices': [94, 101]}, {'text': 'Jesus', 'indices': [102, 108]}, {'text': 'Yeshua', 'indices': [109, 116]}, {'text': 'Bible', 'indices': [117, 123]}, {'text': 'God', 'indices': [124, 128]}, {'text': 'gospel', 'indices': [129, 136]}, {'text': 'Israel', 'indices': [137, 144]}, {'text': 'Yah', 'indices': [145, 149]}, {'text': 'truth', 'indices': [150, 156]}, {'text': 'messiah', 'indices': [157, 165]}, {'text': 'church', 'indices': [166, 173]}, {'text': 'BibleStudy', 'indices': [174, 185]}, {'text': 'EndTimes', 'indices': [186, 195]}, {'text': 'Rapture', 'indices': [196, 204]}, {'text': 'coronavirus', 'indices': [205, 217]}, {'text': 'lockdown', 'indices': [218, 227]}]","['words', 'wisdom', 'proverb', 'humble', 'full', 'video']","['#Christ', '#Jesus', '#Yeshua', '#Bible', '#God', '#gospel', '#Israel', '#Yah', '#truth', '#messiah', '#church', '#BibleStudy', '#EndTimes', '#Rapture', '#coronavirus', '#lockdown']"
224,ssayler,"Confident body language, leadership, & public speaking skills. https://t.co/mCcIb4pgmD & Host of Autoimmune Hour - https://t.co/fB1AjUBk8K",www.sharonsayler.com,656,3533,6520,2008-08-06 00:34:11,2020-07-26 01:30:03,0,"9 Strategies to Avoid Self-Sabotage - Enjoying these reminders especially ""visualize positive outcomes' Thank you Moria Hutchison. https://t.co/2wsDSj6xix via @TheWellnessUniv #pandemic #Advice #AllInThisTogether #WUVIP #WUWorldChanger","[{'text': 'pandemic', 'indices': [176, 185]}, {'text': 'Advice', 'indices': [186, 193]}, {'text': 'AllInThisTogether', 'indices': [194, 212]}, {'text': 'WUVIP', 'indices': [213, 219]}, {'text': 'WUWorldChanger', 'indices': [220, 235]}]","['strategy', 'avoid', 'self', 'sabotage', 'enjoying', 'reminder', 'especially', 'visualize', 'positive', 'outcome', 'thank', 'moria', 'hutchison', 'via']",['#pandemic\xa0#Advice\xa0#AllInThisTogether\xa0#WUVIP\xa0#WUWorldChanger']
225,douglascraig,"Musician. Other than that, no life to speak of.",Planet Earth,4651,3883,1081,2010-05-27 14:06:13,2020-07-26 01:29:58,0,"Do you guys still think it was a big joke when I called for a worldwide #lockdown back in May? I mean, only 403,000 people have died since then, no big deal right?

#virus #coronavirus #covid #covid19 #pandemic #WorldLockdown #WorldwideLockdown #GlobalLockdown #EradicateTheVirus","[{'text': 'lockdown', 'indices': [72, 81]}, {'text': 'virus', 'indices': [165, 171]}, {'text': 'coronavirus', 'indices': [172, 184]}, {'text': 'covid', 'indices': [185, 191]}, {'text': 'covid19', 'indices': [192, 200]}, {'text': 'pandemic', 'indices': [201, 210]}, {'text': 'WorldLockdown', 'indices': [211, 225]}, {'text': 'WorldwideLockdown', 'indices': [226, 244]}, {'text': 'GlobalLockdown', 'indices': [245, 260]}, {'text': 'EradicateTheVirus', 'indices': [261, 279]}]","['guy', 'still', 'think', 'big', 'joke', 'call', 'worldwide', 'back', 'may', 'mean', '403', '000', 'people', 'die', 'since', 'then', 'big', 'deal', 'right', 'virus']","['#lockdown', '#coronavirus', '#covid', '#covid19', '#pandemic', '#WorldLockdown', '#WorldwideLockdown', '#GlobalLockdown', '#EradicateTheVirus']"
226,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:29:57,0,Corporate America was here for you on coronavirus until about June - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/IHIv3392Di,"[{'text': 'COVID19', 'indices': [69, 77]}, {'text': 'Covid', 'indices': [78, 84]}, {'text': 'Coronavirus', 'indices': [85, 97]}, {'text': 'trump', 'indices': [98, 104]}, {'text': 'Biden', 'indices': [105, 111]}, {'text': 'pandemic', 'indices': [112, 121]}, {'text': 'virus', 'indices': [163, 169]}, {'text': 'hotspot', 'indices': [170, 178]}, {'text': 'mask', 'indices': [179, 184]}, {'text': 'SchoolReopening', 'indices': [185, 201]}, {'text': 'trumpvirus', 'indices': [202, 213]}]","['corporate', 'america', 'coronavirus', 'june']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
227,andreasharsono,"Author, research on media and human rights, Human Rights Watch.",Indonesia,3084,45573,69245,2009-03-19 06:28:39,2020-07-26 01:29:57,1,"Turning ventilated patients onto their stomachs, called proning, helps them by opening their lungs. Now doctors are testing to see if it can keep others off ventilators altogether #pandemic  https://t.co/xYHEWaCzlD","[{'text': 'pandemic', 'indices': [180, 189]}]","['turn', 'ventilate', 'patient', 'onto', 'stomach', 'call', 'proning', 'help', 'open', 'lung', 'doctor', 'test', 'see', 'keep', 'other', 'ventilator', 'altogether']",['#pandemic']
228,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:29:47,0,Higher ed faces pressure from students to cut tuition amid the coronavirus pandemic - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/0dzD4Q60HX,"[{'text': 'COVID19', 'indices': [86, 94]}, {'text': 'Covid', 'indices': [95, 101]}, {'text': 'Coronavirus', 'indices': [102, 114]}, {'text': 'trump', 'indices': [115, 121]}, {'text': 'Biden', 'indices': [122, 128]}, {'text': 'pandemic', 'indices': [129, 138]}, {'text': 'virus', 'indices': [180, 186]}, {'text': 'hotspot', 'indices': [187, 195]}, {'text': 'mask', 'indices': [196, 201]}, {'text': 'SchoolReopening', 'indices': [202, 218]}, {'text': 'trumpvirus', 'indices': [219, 230]}]","['high', 'face', 'pressure', 'student', 'cut', 'tuition', 'amid', 'coronavirus', 'pandemic']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
229,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:29:38,0,Robots that kill viruses in 10 minutes unleashed in hospitals for Covid-19 fight - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/lD1a20Bp1F,"[{'text': 'COVID19', 'indices': [83, 91]}, {'text': 'Covid', 'indices': [92, 98]}, {'text': 'Coronavirus', 'indices': [99, 111]}, {'text': 'trump', 'indices': [112, 118]}, {'text': 'Biden', 'indices': [119, 125]}, {'text': 'pandemic', 'indices': [126, 135]}, {'text': 'virus', 'indices': [177, 183]}, {'text': 'hotspot', 'indices': [184, 192]}, {'text': 'mask', 'indices': [193, 198]}, {'text': 'SchoolReopening', 'indices': [199, 215]}, {'text': 'trumpvirus', 'indices': [216, 227]}]","['robot', 'kill', 'virus', 'minute', 'unleash', 'hospital', 'covid', 'fight']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
230,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:29:24,0,"Amid virus, uncertainty, parents decide how to school kids - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/JFuhcJNBl6","[{'text': 'COVID19', 'indices': [61, 69]}, {'text': 'Covid', 'indices': [70, 76]}, {'text': 'Coronavirus', 'indices': [77, 89]}, {'text': 'trump', 'indices': [90, 96]}, {'text': 'Biden', 'indices': [97, 103]}, {'text': 'pandemic', 'indices': [104, 113]}, {'text': 'virus', 'indices': [155, 161]}, {'text': 'hotspot', 'indices': [162, 170]}, {'text': 'mask', 'indices': [171, 176]}, {'text': 'SchoolReopening', 'indices': [177, 193]}, {'text': 'trumpvirus', 'indices': [194, 205]}]","['amid', 'virus', 'uncertainty', 'parent', 'decide', 'school', 'kid']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
231,fr_hossain,"Wife, mother, mentor, commissioner, @penn gastroenterology physician leader. Dedicated improving health care, boards gov. & community. Re/tweet not endorsement.","Philadelphia, PA",1207,4688,39445,2012-03-29 02:39:48,2020-07-26 01:29:16,2,"Former @CDCgov chief: Most states fail to report data key to controlling the #coronavirus #pandemic

NOT a single STATE reports on the turnaround time of diagnostic #covid19 tests
https://t.co/EFwEkJqMRO
#PPE #safety #FTC #CDC #health #healthcare #covid19 
https://t.co/jVHRV5UEzi https://t.co/H4DCDb5VPi","[{'text': 'coronavirus', 'indices': [77, 89]}, {'text': 'pandemic', 'indices': [90, 99]}, {'text': 'covid19', 'indices': [165, 173]}, {'text': 'PPE', 'indices': [204, 208]}, {'text': 'safety', 'indices': [209, 216]}, {'text': 'FTC', 'indices': [217, 221]}, {'text': 'CDC', 'indices': [222, 226]}, {'text': 'health', 'indices': [227, 234]}, {'text': 'healthcare', 'indices': [235, 246]}, {'text': 'covid19', 'indices': [247, 255]}]","['former', 'chief', 'state', 'fail', 'report', 'datum', 'key', 'control', 'single', 'state', 'report', 'turnaround', 'time', 'diagnostic', 'test', 'ppe']","['#coronavirus', '#pandemic\n\nNOT', '#covid19', '#safety', '#FTC', '#CDC', '#health', '#healthcare', '#covid19']"
232,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:29:13,0,"Houston, Miami, other cities face mounting health care worker shortages as infections climb - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/IcWFqxsGiO","[{'text': 'COVID19', 'indices': [94, 102]}, {'text': 'Covid', 'indices': [103, 109]}, {'text': 'Coronavirus', 'indices': [110, 122]}, {'text': 'trump', 'indices': [123, 129]}, {'text': 'Biden', 'indices': [130, 136]}, {'text': 'pandemic', 'indices': [137, 146]}, {'text': 'virus', 'indices': [188, 194]}, {'text': 'hotspot', 'indices': [195, 203]}, {'text': 'mask', 'indices': [204, 209]}, {'text': 'SchoolReopening', 'indices': [210, 226]}, {'text': 'trumpvirus', 'indices': [227, 238]}]","['houston', 'miami', 'city', 'face', 'mount', 'health', 'care', 'worker', 'shortage', 'infection', 'climb']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
233,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:29:02,0,#Florida passes New York as US state with the second-highest number of coronavirus cases - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/yMkcM2Zp55,"[{'text': 'Florida', 'indices': [0, 8]}, {'text': 'COVID19', 'indices': [91, 99]}, {'text': 'Covid', 'indices': [100, 106]}, {'text': 'Coronavirus', 'indices': [107, 119]}, {'text': 'trump', 'indices': [120, 126]}, {'text': 'Biden', 'indices': [127, 133]}, {'text': 'pandemic', 'indices': [134, 143]}, {'text': 'virus', 'indices': [185, 191]}, {'text': 'hotspot', 'indices': [192, 200]}, {'text': 'mask', 'indices': [201, 206]}, {'text': 'SchoolReopening', 'indices': [207, 223]}, {'text': 'trumpvirus', 'indices': [224, 235]}]","['pass', 'new', 'york', 'state', 'second', 'high', 'number', 'coronavirus', 'case']","['#Florida', '#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
234,Debs_Pal,"#Proud_INDIAN 🇮🇳, Proud_Hindu,
#CakeDay 24th June,

#Love @ImVkohli
Devotee of #MAHADEV","Sainthia, India",267,20,114,2019-11-05 07:51:36,2020-07-26 01:28:53,0,#lockdown time https://t.co/OPTbMQr4ee,"[{'text': 'lockdown', 'indices': [0, 9]}]",['time'],['#lockdown']
235,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:28:46,0,"#Florida Adds 12,199 Coronavirus Cases Saturday, 124 New Deaths - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus  https://t.co/RSKGMn2gj0","[{'text': 'Florida', 'indices': [0, 8]}, {'text': 'COVID19', 'indices': [66, 74]}, {'text': 'Covid', 'indices': [75, 81]}, {'text': 'Coronavirus', 'indices': [82, 94]}, {'text': 'trump', 'indices': [95, 101]}, {'text': 'Biden', 'indices': [102, 108]}, {'text': 'pandemic', 'indices': [109, 118]}, {'text': 'virus', 'indices': [160, 166]}, {'text': 'hotspot', 'indices': [167, 175]}, {'text': 'mask', 'indices': [176, 181]}, {'text': 'SchoolReopening', 'indices': [182, 198]}, {'text': 'trumpvirus', 'indices': [199, 210]}]","['add', '199', 'coronavirus', 'case', 'saturday', '124', 'new', 'death']","['#Florida', '#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
236,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:28:28,0,30 states see surge in coronavirus deaths - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/6AKrthS9Up,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'Covid', 'indices': [53, 59]}, {'text': 'Coronavirus', 'indices': [60, 72]}, {'text': 'trump', 'indices': [73, 79]}, {'text': 'Biden', 'indices': [80, 86]}, {'text': 'pandemic', 'indices': [87, 96]}, {'text': 'virus', 'indices': [138, 144]}, {'text': 'hotspot', 'indices': [145, 153]}, {'text': 'mask', 'indices': [154, 159]}, {'text': 'SchoolReopening', 'indices': [160, 176]}, {'text': 'trumpvirus', 'indices': [177, 188]}]","['state', 'see', 'surge', 'coronavirus', 'death']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
237,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-26 01:28:18,0,The World Worries About the 2nd Wave - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/bEpRY40KZQ,"[{'text': 'COVID19', 'indices': [39, 47]}, {'text': 'Covid', 'indices': [48, 54]}, {'text': 'Coronavirus', 'indices': [55, 67]}, {'text': 'trump', 'indices': [68, 74]}, {'text': 'Biden', 'indices': [75, 81]}, {'text': 'pandemic', 'indices': [82, 91]}, {'text': 'virus', 'indices': [133, 139]}, {'text': 'hotspot', 'indices': [140, 148]}, {'text': 'mask', 'indices': [149, 154]}, {'text': 'SchoolReopening', 'indices': [155, 171]}, {'text': 'trumpvirus', 'indices': [172, 183]}]","['world', 'worries', '2nd', 'wave']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
238,derekhallquist,The struggle of others can only be understood through empathy.  Our life experience can only shed light on just that... OUR lives.  Accept others. Be kind.,"Saratoga Springs, NY",797,433,1681,2010-03-23 17:28:50,2020-07-26 01:28:10,0,"@dicey631 @Doranimated @drawandstrike Haha!   Yeah, just keep chugging delusional koolaide!

The unchecked capitalism transfers money to the 1% faster than ever.  What the f$ck do you think Republicans are doing right now during the #pandemic ?  It's not just Democrats.  Who do you think #trump is?  Hello!! #Elites","[{'text': 'pandemic', 'indices': [233, 242]}, {'text': 'trump', 'indices': [289, 295]}, {'text': 'Elites', 'indices': [309, 316]}]","['haha', 'yeah', 'keep', 'chug', 'delusional', 'koolaide', 'the', 'unchecked', 'capitalism', 'transfer', 'money', 'faster', 'ever', 'think', 'republicans', 'right', 'democrats', 'think', 'hello']","['#pandemic', '#trump', '#Elites']"
